dr_no,date_occ,date_rptd,time_occ,area_name,latitude,longitude,rpt_dist_no,mocodes,vict_age,vict_sex,vict_descent,premis_cd,location,cross_street,TMAX,TMIN,PRCP
220119308,2022-08-27,2022-08-28,23:45,downtown,34.0479,-118.2612,0162,"{0605,3004,3028,3030,3101,4001,3401,3701,3037,3033}",35,M,White,101,8TH_ST,FIGUEROA_ST,28.3,18.3,0
220119336,2022-08-24,2022-08-29,03:55,downtown,34.0607,-118.2405,0111,"{3401,3701,0605,3011,3028,3030,3034,3037,3101,4001}",21,M,Other,101,HILL_ST,ORD_ST,29.4,18.9,0
220119401,2022-08-30,2022-08-30,11:05,downtown,34.0619,-118.2369,0111,"{0605,3008,3025,3029,3033,3036,3101,4024,3401,3701}",45,M,Hispanic,101,ALPINE_ST,ALAMEDA_ST,28.9,17.8,0
220119418,2022-08-30,2022-08-31,23:10,downtown,34.0417,-118.2444,0157,"{0605,3101,3401,3701,3037,3003,3024,3029,3033,4024}",38,M,Other,101,6TH,CROCKER,28.9,17.8,0
220119439,2022-08-31,2022-08-31,08:00,downtown,34.0635,-118.2426,0111,"{0605,3004,3028,3034,3036,3101,4024,3401,3701,3033}",37,M,Black,101,ALPINE,CLEVELAND,32.8,19.4,0
220119444,2022-08-27,2022-08-27,20:00,downtown,34.0607,-118.2405,0111,"{0605,3030,4024}",54,M,Filipino,101,N_HILL,ORD_ST,28.3,18.3,0
220119445,2022-08-31,2022-08-31,11:25,downtown,34.0495,-118.2494,0134,"{0605,3004,3026,3033,3034,3037,3101,4024,3401,3701}",99,M,Other,101,BROADWAY,4TH,32.8,19.4,0
220119447,2022-08-11,2022-08-31,17:00,downtown,34.0337,-118.2665,0192,"{0605,4024}",25,F,Hispanic,101,OLIVE,18TH,31.1,19.4,0
220119546,2022-08-26,2022-09-01,14:15,downtown,34.0476,-118.2477,0145,"{0605,3101,3401,3701,4001,3006,3037,3034,3028,3033}",38,M,Other,101,MAIN_ST,WINSTON_ST,28.9,17.8,0
220119546,2022-08-26,2022-09-01,14:15,downtown,34.0476,-118.2477,0145,"{0605,3101,3401,3701,4001,3006,3037,3034,3028,3033}",,M,Other,101,MAIN_ST,WINSTON_ST,28.9,17.8,0
220119601,2022-09-01,2022-09-01,16:55,downtown,34.0409,-118.2574,0185,"{0605,3004,3025,3033,3036,3101,4024,3401,3701,3035}",67,M,Hispanic,101,OLYMPIC_BL,BROADWAY,35.6,23.3,0
220119603,2022-08-30,2022-09-02,20:15,downtown,34.0336,-118.2626,0195,"{0605,3401,3701,4024,3036,3004,3028,3030,3101,3033}",21,F,Hispanic,101,MAIN,16TH,28.9,17.8,0
220119658,2022-09-03,2022-09-06,05:40,downtown,34.0404,-118.2471,0176,"{0605,3101,3401,3701,4024,3006,3037,3028,3030,3035}",38,M,Hawaiian,101,SAN_PEDRO,7TH_ST,36.7,23.9,0
220119658,2022-09-03,2022-09-06,05:40,downtown,34.0404,-118.2471,0176,"{0605,3101,3401,3701,4024,3006,3037,3028,3030,3035}",,M,Hawaiian,101,SAN_PEDRO,7TH_ST,36.7,23.9,0
220119693,2022-09-03,2022-09-03,18:00,downtown,34.0487,-118.2588,0152,"{0605,3003,3025,3029,3101,4001,3401,3701,3036,3033}",40,F,White,101,7TH_ST,FLOWER_ST,36.7,23.9,0
220119711,2022-09-04,2022-09-04,02:35,downtown,34.0542,-118.2566,0141,"{0605,3002,3033,3034,3101,4024,3401,3701,3036,3024}",42,M,Hispanic,101,FLOWER,5TH,39.4,25,0
220119732,2022-09-04,2022-09-04,10:50,downtown,34.0585,-118.2403,0111,"{3004,3026,3034,4024,0605,3101,3401,3701,3036,3033}",49,M,Hispanic,101,CESAR_E_CHAVEZ,BROADWAY,39.4,25,0
220119784,2022-09-04,2022-09-05,21:50,downtown,34.0589,-118.2323,0119,"{0605,3006,3028,3102,4001,3101,3401,3701,3037,3033}",21,F,Other,108,BAUCHET_ST,VIGNES_ST,39.4,25,0
220119802,2022-09-04,2022-09-05,18:20,downtown,34.0466,-118.259,0162,"{0605,3011,3028,3035,3037,3039,3101,4001,3401,3701}",53,M,Hispanic,101,HOPE_ST,8TH_ST,39.4,25,0
220119915,2022-09-06,2022-09-06,17:20,downtown,34.0437,-118.2582,0162,"{0605,3401,3701,3004,3028,3033,3034,3036,3101,4024}",21,M,Other,101,9TH_ST,OLIVE_ST,33.9,22.8,0
220119934,2022-09-07,2022-09-07,00:01,downtown,34.0435,-118.2471,0155,"{0605,4024}",51,M,Black,101,WALL_ST,6TH_ST,37.2,22.2,0
220119936,2022-09-03,2022-09-07,12:00,downtown,34.045,-118.264,0171,"{3008,3029,4007,0605,3101,3401,3701,3036,3025,3033}",17,M,Hispanic,101,OLYMPIC_BL,FIGUEROA_ST,36.7,23.9,0
220119939,2022-08-06,2022-08-26,18:00,downtown,34.0395,-118.2657,0192,"{0605,3030,4024}",36,M,Hispanic,101,unknown,unknown,30,17.8,0
220119939,2022-08-06,2022-08-26,18:00,downtown,34.0395,-118.2657,0192,"{0605,3030,4024}",36,M,Hispanic,101,,,30,17.8,0
220119941,2022-09-07,2022-09-07,09:30,downtown,34.0515,-118.2424,0124,"{0605,3101,3401,3701,4024,3004,3037,3034,3028,3033}",43,M,Hispanic,101,1ST_ST,LOS_ANGELES_ST,37.2,22.2,0
220119942,2022-09-07,2022-09-07,07:00,downtown,34.0484,-118.2339,0139,"{0605,3004,3028,3033,3034,3037,3101,4024,3401,3701}",56,M,Black,101,1ST_ST,VIGNES_ST,37.2,22.2,0
220119964,2022-09-07,2022-09-07,17:00,downtown,34.0549,-118.2378,0119,"{3025,3033,3035,4024,0605,3101,3401,3701,3007}",50,M,Other,101,unknown,unknown,37.2,22.2,0
220119964,2022-09-07,2022-09-07,17:00,downtown,34.0549,-118.2378,0119,"{3025,3033,3035,4024,0605,3101,3401,3701,3007}",50,M,Other,101,,,37.2,22.2,0
220119971,2022-09-07,2022-09-08,21:00,downtown,34.049,-118.2592,0152,"{0605,3024,3101,4001,3401,3701,3004,3036,3033,3035}",30,M,White,101,7TH_ST,FLOWER_ST,37.2,22.2,0
220119993,2022-09-08,2022-09-08,14:15,downtown,34.0385,-118.2305,0159,"{3004,3028,3034,3101,4024,0605,3401,3701,3037,3033}",99,M,White,101,6TH_ST,MATEO_ST,36.7,22.8,0
220120014,2022-09-08,2022-09-08,19:35,downtown,34.0444,-118.2628,0182,"{0605,3004,3028,3030,3037,3101,4024,3401,3701,3034}",23,M,Hispanic,101,OLYMPIC_BL,FLOWER_ST,36.7,22.8,0
220120030,2022-09-09,2022-09-09,00:20,downtown,34.0439,-118.2709,0181,"{0605,3004,3028,3034,3037,3039,3101,4024,3401,3701}",34,M,Hispanic,101,LA_LIVE_WY,12TH_ST,36.7,21.1,3
220120081,2022-09-09,2022-09-09,18:50,downtown,34.0539,-118.2487,0132,"{0605,3004,3024,3033,3035,3036,3101,4024,3401,3701}",36,F,White,101,2ND_ST,OLIVE_ST,36.7,21.1,3
220120085,2022-09-10,2022-09-10,02:10,downtown,34.0488,-118.2483,0144,"{3401,3701,3102,0605,3004,3028,3034,3036,3101,4024}",26,F,Japanese,101,4TH_ST,MAIN_ST,26.7,21.1,6.1
220120087,2022-09-09,2022-09-10,23:48,downtown,34.0453,-118.2499,0154,"{3401,3701,3006,3037,3039,0605,3028,3034,3101,4024}",21,M,Hispanic,101,S_MAIN_ST,6TH_ST,36.7,21.1,3
220120129,2022-09-10,2022-09-10,12:00,downtown,34.0469,-118.2645,0161,"{3401,3701,3033,3035,0605,3004,3024,3036,3101,4024}",38,F,Black,101,JAMES_M_WOOD_BL,FRANCISCO_ST,26.7,21.1,6.1
220120192,2022-09-08,2022-09-11,13:10,downtown,34.0324,-118.2605,0195,"{0605,3006,3028,3034,4013,3101,3401,3701,3037,3033}",24,M,Hispanic,101,16TH,SANTEE,36.7,22.8,0
220120296,2022-09-10,2022-09-12,20:20,downtown,34.0534,-118.2409,0127,"{3004,3024,3037,4024,0605,3101,3401,3701,3033,3035}",52,F,Hispanic,101,LOS_ANGELES_ST,TEMPLE_ST,26.7,21.1,6.1
220120315,2022-09-12,2022-09-12,12:30,downtown,34.0388,-118.2574,0185,"{0605,3101,3401,3701,4024,3011,3037,3034,3028,3033}",24,M,Hispanic,101,12TH_ST,FLOWER_ST,29.4,21.1,0
220120322,2022-09-12,2022-09-12,17:15,downtown,34.0601,-118.2502,0121,"{0605,3101,3401,3701,4024,3004,3036,3038,3026,3033}",30,M,Hispanic,101,MATEO,ENTERPRISE,29.4,21.1,0
220120359,2022-09-13,2022-09-13,11:45,downtown,34.0522,-118.2434,0124,"{0605,3028,3033,3037,3101,4024,3401,3701,3004,3035}",47,M,White,101,MAIN,1ST,27.8,20.6,0
220120364,2022-09-13,2022-09-13,09:00,downtown,34.0558,-118.24,0111,"{0605,3004,3026,3033,3034,3036,3101,4024,3401,3701}",31,M,Hispanic,101,ARCADIA,MAIN,27.8,20.6,0
220120372,2022-09-13,2022-09-13,14:10,downtown,34.0395,-118.2527,0185,"{0605,3004,3028,3034,3037,3101,4024,3401,3701,3033}",30,M,Hispanic,101,9TH_ST,MAPLE_AV,27.8,20.6,0
220120419,2022-09-13,2022-09-13,17:30,downtown,34.0438,-118.2397,0138,"{0605,3003,3026,3029,3033,3037,3101,4024,3401,3701}",53,M,Black,101,4TH,CENTRAL,27.8,20.6,0
220120421,2022-09-13,2022-09-13,19:35,downtown,34.048,-118.2542,0152,"{0605,3025,3029,3101,4024,3401,3701,3008,3036,3033}",32,M,Hispanic,101,OLIVE_ST,6TH_ST,27.8,20.6,0
220120445,2022-09-10,2022-09-14,12:10,downtown,34.0463,-118.255,0152,"{0605,4024}",63,M,Hispanic,101,7TH,HILL,26.7,21.1,6.1
220120453,2022-09-11,2022-09-14,03:00,downtown,34.0615,-118.2388,0111,"{0605,3003,3026,3029,3033,3035,3036,3101,4024}",49,M,White,101,BROADWAY,ORD_ST,30.6,23.3,0.3
220120454,2022-09-14,2022-09-14,10:10,downtown,34.0531,-118.2478,0132,"{0605,3002,3028,3033,3034,3037,3101,4024}",29,M,Hispanic,101,HILL_ST,1ST_ST,27.8,20,0
220120470,2022-09-14,2022-09-14,13:20,downtown,34.0515,-118.2424,0124,"{0605,3011,3028,3034,3037,3101,4024,3032}",53,M,Black,108,LOS_ANGELES_ST,1ST_ST,27.8,20,0
220120533,2022-06-08,2022-07-10,23:59,downtown,34.0562,-118.2307,0119,"{0605,3030,4024}",44,M,Hispanic,101,unknown,unknown,23.9,17.2,0
220120533,2022-06-08,2022-07-10,23:59,downtown,34.0562,-118.2307,0119,"{0605,3030,4024}",44,M,Hispanic,101,,,23.9,17.2,0
220120543,2022-09-15,2022-09-15,14:30,downtown,34.0316,-118.2656,0195,"{3101,3401,3701,3033,0605,3007,3026,3029,3036,4024}",66,M,Hispanic,101,WASHINGTON_BL,MAIN_ST,26.1,18.9,0
220120584,2022-09-16,2022-09-16,02:38,downtown,34.0332,-118.2644,0195,"{0605,3101,3401,3701,4001,3004,3036,3026,3029,3033}",33,F,Hispanic,101,BROADWAY,17TH_ST,26.7,18.3,0
220120611,2022-09-14,2022-09-16,17:46,downtown,34.043,-118.2641,0182,"{3004,3028,4026,3030,3034,3037,0605,3101,3401,3701}",38,F,Black,101,11TH_ST,FLOWER_ST,27.8,20,0
220120611,2022-09-14,2022-09-16,17:46,downtown,34.043,-118.2641,0182,"{3004,3028,4026,3030,3034,3037,0605,3101,3401,3701}",,F,Black,101,11TH_ST,FLOWER_ST,27.8,20,0
220120642,2022-09-17,2022-09-17,02:10,downtown,34.055,-118.2548,0141,"{0605,3011,3028,3037,3101,4024,3401,3701,3030,3102}",20,M,Other,101,FIGUEROA_ST,3RD_ST,25,18.9,0
220120795,2022-09-18,2022-09-18,16:30,downtown,34.0433,-118.2381,0159,"{0605,3004,3028,3030,3036,3101,4024,3401,3701,3033}",88,M,Japanese,101,4TH_PL,ALAMEDA_ST,23.9,17.8,0
220120805,2022-09-18,2022-09-19,22:50,downtown,34.0515,-118.2543,0142,"{0605,3028,3034,3101,4001,3401,3701,3011,3037,3033}",24,M,Hispanic,101,HOPE_PL,HOPE_ST,23.9,17.8,0
220120823,2022-09-18,2022-09-19,21:00,downtown,34.0466,-118.2555,0152,"{0605,3026,3033,3035,3037,4024,3101,3401,3701,3004}",29,F,Black,101,7TH_ST,OLIVE_ST,23.9,17.8,0
220120839,2022-09-19,2022-09-19,14:50,downtown,34.0714,-118.2329,0105,"{0605,3401,3701,3037,3030,3004,3028,3034,3101,4024}",99,M,White,101,110_FY,SOLANO_AV,25,17.2,0
220120872,2022-09-19,2022-09-20,21:40,downtown,34.0473,-118.2566,0152,"{3401,3701,3064,0605,3026,3029,3036,0947,3101,4024}",26,M,Black,101,7TH,GRAND,25,17.2,0
220120893,2022-09-16,2022-09-20,09:10,downtown,34.059,-118.2475,0122,"{3101,3401,3701,0605,3006,3028,3033,3034,3037,4024}",53,M,Other,101,HOPE_ST,TEMPLE_ST,26.7,18.3,0
220120910,2022-08-31,2022-09-20,08:27,downtown,34.0561,-118.2375,0119,"{0605,4024}",26,F,Other,101,unknown,unknown,32.8,19.4,0
220120910,2022-08-31,2022-09-20,08:27,downtown,34.0561,-118.2375,0119,"{0605,4024}",26,F,Other,101,,,32.8,19.4,0
220120922,2022-06-16,2022-08-13,11:50,downtown,34.0363,-118.2672,0192,"{0605,3030,4024}",52,M,Hispanic,101,unknown,unknown,27.2,17.8,0
220120922,2022-06-16,2022-08-13,11:50,downtown,34.0363,-118.2672,0192,"{0605,3030,4024}",52,M,Hispanic,101,,,27.2,17.8,0
220120994,2022-09-21,2022-09-21,10:50,downtown,34.049,-118.2592,0152,"{0605,3004,3028,3034,3101,3401,3701,4024,3036,3033}",28,M,White,101,7TH_ST,FLOWER_ST,26.1,16.7,0
220121029,2022-09-21,2022-09-21,16:59,downtown,34.0415,-118.262,0182,"{3101,3401,3701,4024,3006,0605,3028,3030,3033,3037}",43,F,Hispanic,101,GRAND_AV,11TH_ST,26.1,16.7,0
220121041,2022-05-07,2022-05-07,21:35,downtown,34.0371,-118.2611,0195,"{0605,3030,4024}",46,F,Black,101,unknown,unknown,23.3,15,0
220121041,2022-05-07,2022-05-07,21:35,downtown,34.0371,-118.2611,0195,"{0605,3030,4024}",46,F,Black,101,,,23.3,15,0
220121052,2022-09-22,2022-09-22,10:35,downtown,34.0652,-118.2468,0101,"{3101,3401,3701,3033,0605,3004,3028,3034,3036,4024}",60,M,Hispanic,101,CENTENNIAL_ST,ALPINE_ST,29.4,16.1,0
220121139,2022-09-23,2022-09-23,22:10,downtown,34.0446,-118.2643,0171,"{3401,3701,0605,3004,3028,3033,3034,3037,3101,4024}",42,F,Hispanic,101,FIGUEROA,OLYMPIC,30,15.6,0
220121173,2022-09-24,2022-09-24,11:10,downtown,34.0387,-118.2439,0158,"{0605,3101,3401,3701,4024,3003,3037,3024,3033,3035}",45,F,Black,101,7TH_ST,GLADYS_AV,30,18.9,0
220121218,2022-09-25,2022-09-25,00:55,downtown,34.0467,-118.252,0153,"{0605,3004,3024,3029,3037,3101,4024,3401,3701,3038}",30,M,Hispanic,101,ALAMEDA_ST,5TH_ST,30,18.9,0
220121221,2022-09-25,2022-09-25,00:57,downtown,34.0385,-118.2305,0159,"{0605,3004,3028,3033,3036,3101,4024,3401,3701,3039}",25,M,Black,101,6TH_ST,MATEO_ST,30,18.9,0
220121227,2022-09-25,2022-09-27,04:20,downtown,34.0663,-118.2302,0118,"{0605,3101,3401,3701,4001,3004,3036,3028,3030,3033}",45,M,Hispanic,101,BROADWAY,ELYSIAN_PARK,30,18.9,0
220121229,2022-09-24,2022-09-27,23:10,downtown,34.0333,-118.2657,0192,"{0605,3101,3401,3701,4001,3004,3037,3034,3028,3030}",26,M,Hispanic,101,18TH,HILL,30,18.9,0
220121234,2022-09-25,2022-09-25,12:45,downtown,34.057,-118.2437,0112,"{0605,3028,3034,3036,3101,4024,3401,3701,3004,3033}",39,M,White,101,MAIN,ARCADIA,30,18.9,0
220121239,2022-09-25,2022-09-25,13:20,downtown,34.0545,-118.2378,0111,"{3401,3701,3033,0605,3004,3028,3034,3037,3101}",30,F,Hispanic,101,ALAMEDA,ARCADIA,30,18.9,0
220121314,2022-09-25,2022-09-26,17:45,downtown,34.0592,-118.2414,0111,"{0605,3008,3026,3033,3034,3101,4024,3401,3701,3037}",32,M,Hispanic,101,CESAR_E_CHAVEZ,N_HILL_ST,30,18.9,0
220121360,2022-09-27,2022-09-27,07:05,downtown,34.0556,-118.2389,0111,"{3401,3701,0605,3013,3024,3036,3101,4024}",49,M,Black,101,LOS_ANGELES_ST,ARCADIA_ST,31.1,18.9,0
220121384,2022-09-27,2022-09-27,15:15,downtown,34.049,-118.2381,0128,"{0605,3004,3028,3035,4024,3101,3401,3701,3037,3033}",33,M,Hispanic,101,ALAMEDA_ST,1ST_ST,31.1,18.9,0
220121405,2022-09-26,2022-09-28,18:40,downtown,34.0565,-118.2379,0111,"{0605,3011,3028,3030,3034,3037,3101,3401,3701,4011}",25,M,Other,101,LOS_ANGELES,ALAMEDA,30,18.9,0
220121427,2022-09-28,2022-09-28,09:55,downtown,34.0473,-118.2425,0138,"{4024,0605}",86,F,Other,101,3RD_ST,SAN_PEDRO_ST,31.7,19.4,0
220121452,2022-09-28,2022-09-29,18:35,downtown,34.042,-118.234,0159,"{0605,3004}",25,M,Other,101,4TH,MOLINO,31.7,19.4,0
220121460,2022-09-29,2022-09-29,00:15,downtown,34.0459,-118.2545,0152,"{3401,3701,0605,3004,3026,3029,3034,3036,3101,4024}",51,M,Hispanic,101,HILL_ST,7TH_ST,26.7,18.3,0
220121461,2022-09-29,2022-09-29,00:20,downtown,34.0488,-118.2518,0142,"{3101,3401,3701,0605,3003,3027,3029,3036,3038,4024}",32,M,White,101,HILL_ST,5TH_ST,26.7,18.3,0
220121513,2022-09-30,2022-09-30,00:50,downtown,34.0414,-118.2382,0158,"{3101,3401,3701,3036,3030,3035,0605,3004,3028,4001}",22,F,Other,101,ALAMEDA,4TH,26.1,18.9,0
220121537,2022-09-30,2022-09-30,13:00,downtown,34.0415,-118.262,0182,"{3401,3701,0605,3003,3026,3029,3033,3036,3101,4024}",34,F,Hispanic,101,11TH_ST,GRAND_AV,26.1,18.9,0
220121552,2022-09-30,2022-09-30,17:25,downtown,34.0671,-118.2498,0101,"{3401,3701,0605,3004,3025,3033,3035,3036,3101,4024}",35,F,Hispanic,101,SUNSET_BL,EVERETT_ST,26.1,18.9,0
220121553,2022-09-30,2022-09-30,17:05,downtown,34.0449,-118.2458,0155,"{0605,4024}",52,M,Hispanic,108,WALL_ST,5TH_ST,26.1,18.9,0
220121554,2022-09-30,2022-09-30,14:40,downtown,34.0583,-118.2396,0111,"{3401,3701,3036,3033,0605,3004,3026,3034,3101,4024}",63,M,Korean,101,NEW_HIGH_ST,CESAR_E_CHAVEZ_AV,26.1,18.9,0
220121612,2022-10-01,2022-10-01,01:00,downtown,34.0496,-118.258,0152,"{3101,3401,3701,4001,3037,3033,0605,3004,3026,3029}",47,F,Hispanic,101,FLOWER,6TH,23.9,18.3,0
220121651,2022-10-01,2022-10-01,16:15,downtown,34.0466,-118.2555,0152,"{0605,3401,3701,3030,3024,3033,3036,0947,3101,4024}",45,M,Hispanic,101,OLIVE_ST,7TH_ST,23.9,18.3,0
220121653,2022-10-01,2022-10-02,13:00,downtown,34.0432,-118.2504,0164,"{3101,3401,3701,3004,3036,3033,0605,3026,3029,4024}",63,F,Black,101,LOS_ANGELES_AV,7TH_ST,23.9,18.3,0
220121654,2022-10-01,2022-10-02,20:50,downtown,34.0344,-118.272,0191,"{3701,3401,0605,3008,3025,3029,3033,3037,3101,4024}",65,M,Black,101,FIGUEROA_ST,WASHINGTON_BL,23.9,18.3,0
220121657,2022-10-02,2022-10-02,00:10,downtown,34.0373,-118.2503,0176,"{3401,3701,0605,3004,3028,3030,3033,3037,3101,4001}",53,F,Black,101,9TH_ST,SAN_PEDRO_ST,24.4,17.2,0
220121666,2022-10-01,2022-10-02,22:55,downtown,34.0616,-118.2363,0111,"{3101,3401,3701,3036,0605,3004,3026,4001,3033,3039}",25,M,White,101,ALAMEDA_AV,ALPINE_ST,23.9,18.3,0
220121679,2022-10-02,2022-10-02,11:00,downtown,34.0423,-118.2453,0156,"{3401,3701,4024,0605,3004,3026,3029,3033,3036,3101}",18,M,Black,101,SAN_PEDRO_ST,6TH_ST,24.4,17.2,0
220121688,2022-10-02,2022-10-02,16:00,downtown,34.0421,-118.2405,0148,"{3401,3701,0605,3008,3024,3033,3034,3036,3101,4024}",60,M,Hispanic,101,5TH_ST,GLADYS_ST,24.4,17.2,0
220121729,2022-06-21,2022-06-21,02:39,downtown,34.0511,-118.2597,0151,"{0605,3030,4024}",23,M,Korean,101,unknown,unknown,30,17.2,0
220121729,2022-06-21,2022-06-21,02:39,downtown,34.0511,-118.2597,0151,"{0605,3030,4024}",23,M,Korean,101,,,30,17.2,0
220121735,2022-10-02,2022-10-03,19:30,downtown,34.0581,-118.2371,0119,"{0605,3101,3401,3701,4001,3004,3037,3026,3038,3033}",21,F,Other,101,ALAMEDA,CESAR_E_CHAVEZ,24.4,17.2,0
220121769,2022-09-19,2022-09-19,13:50,downtown,34.0462,-118.2585,0162,"{0605,3030,4024}",27,F,Chinese,101,W_77TH_ST,S_HILL_ST,25,17.2,0
220121774,2022-09-25,2022-10-04,17:20,downtown,34.0511,-118.2336,0129,"{0605,3101,3401,3701,4001,3004,3036,3026,3033,3035}",22,M,Hispanic,101,ALAMEDA,7TH,30,18.9,0
220121783,2022-10-04,2022-10-04,11:00,downtown,34.0461,-118.2395,0138,"{0605,4024}",99,M,Other,101,3RD,CENTRAL,27.8,16.7,0
220121784,2022-10-04,2022-10-04,04:40,downtown,34.0585,-118.2403,0111,"{3034,0605,3004,3028,3030,3101,3401,3701,4001,3036}",38,M,Hispanic,101,BROADWAY,CESAR_E_CHAVEZ,27.8,16.7,0
220121784,2022-10-04,2022-10-04,04:40,downtown,34.0585,-118.2403,0111,"{3034,0605,3004,3028,3030,3101,3401,3701,4001,3036}",,M,Hispanic,101,BROADWAY,CESAR_E_CHAVEZ,27.8,16.7,0
220121882,2022-10-05,2022-10-05,13:30,downtown,34.0581,-118.2371,0111,"{3101,3401,3701,3037,3033,0605,3004,3028,3034,4024}",50,M,Hispanic,101,CESAR_E_CHAVEZ,ALAMEDA,26.1,18.9,0
220121910,2022-10-05,2022-10-05,21:20,downtown,34.0566,-118.2318,0119,"{0605,3011,3028,3034,4024,3101,3401,3701,3036,3033}",21,M,Hispanic,108,CESAR_E_CHAVEZ,VIGNES,26.1,18.9,0
220121934,2022-09-17,2022-09-17,11:40,downtown,34.0358,-118.2594,0195,"{0605,3030,4024}",27,F,Hispanic,101,unknown,unknown,25,18.9,0
220121934,2022-09-17,2022-09-17,11:40,downtown,34.0358,-118.2594,0195,"{0605,3030,4024}",27,F,Hispanic,101,,,25,18.9,0
220121976,2022-10-06,2022-10-06,13:25,downtown,34.0389,-118.2643,0192,"{3401,3701,3037,3033,0605,3006,3028,3034,3101,4024}",47,M,Black,101,PICO_BL,GRAND_AV,25,18.9,0
220122011,2022-10-06,2022-10-06,16:25,downtown,34.0551,-118.2545,0142,"{3401,3701,3037,3033,0605,3004,3026,3029,3101,4024}",35,M,Other Asian,101,3RD_ST,FIGUEROA_ST,25,18.9,0
220122035,2022-10-07,2022-10-07,06:45,downtown,34.0444,-118.2628,0182,"{0605,3029,3101,4024,3401,3701,3004,3036,3025,3033}",45,F,Hispanic,101,OLYMPIC_BL,FLOWER_ST,26.1,18.3,0
220122082,2022-10-08,2022-10-08,00:01,downtown,34.0346,-118.2323,0159,"{0605,3101,3401,3701,3004,3028,4001,3030,3033,3036}",29,F,Hispanic,101,7TH_ST,MATEO_ST,26.7,17.8,0
220122141,2022-10-09,2022-10-09,10:40,downtown,34.0585,-118.2403,0111,"{0605,3006,3028,3034,4024,3101,3401,3701,3037,3033}",99,M,White,101,CESAR_CHAVEZ,BROADWAY,25,17.2,0
220122143,2022-10-08,2022-10-09,16:00,downtown,34.064,-118.2375,0111,"{0605,3008,3024,4001,3029,3033,3036,3101,3401,3701}",27,F,White,101,COLLEGE_ST,BROADWAY,26.7,17.8,0
220122148,2022-10-09,2022-10-09,12:30,downtown,34.0474,-118.2496,0143,"{0605,3004,3028,3030,3037,3103,4024,3101,3401,3701}",40,F,White,101,SPRING,5TH,25,17.2,0
220122203,2022-10-10,2022-10-10,13:25,downtown,34.0428,-118.2532,0174,"{3401,3701,0605,3004,3026,3029,3033,3037,3101,4024}",43,M,Hispanic,101,MAIN,8TH,25,16.7,0
220122210,2022-10-08,2022-10-10,04:05,downtown,34.0325,-118.2675,0192,"{3004,3026,3029,0605,3101,3401,3701,4001,3036,3033}",59,M,Hispanic,101,WASHINGTON_BL,HILL_ST,26.7,17.8,0
220122217,2022-10-10,2022-10-10,17:40,downtown,34.0435,-118.2471,0155,"{0605,4024}",22,M,Other,104,WALL_ST,5TH_ST,25,16.7,0
220122225,2022-10-10,2022-10-10,19:30,downtown,34.0444,-118.2628,0182,"{3401,3701,3036,0605,3003,3026,3029,3033,3101,4024}",71,M,White,101,FLOWER,OLYMPIC,25,16.7,0
220122229,2022-10-09,2022-10-11,22:30,downtown,34.0389,-118.2643,0182,"{0605,3401,3701,3006,3028,3033,3037,3039,3101,4001}",30,M,Other,101,PICO,GRAND,25,17.2,0
220122261,2022-10-11,2022-10-11,06:55,downtown,34.0695,-118.2273,0118,"{3401,3701,0605,3004,3028,3033,3034,3037,3101,4024}",34,M,Hispanic,101,SPRING,WILHARDT,24.4,18.3,0
220122262,2022-10-10,2022-10-11,12:00,downtown,34.0558,-118.2436,0123,"{3401,3701,0605,3006,3028,3030,3034,3037,3101,4024}",21,M,White,101,TEMPLE_ST,BROADWAY,25,16.7,0
220122274,2022-10-11,2022-10-11,16:00,downtown,34.0396,-118.2558,0185,"{0605,3401,3701,4001,3004,3037,3033,3035,3025,3101}",46,M,Black,101,OLYMPIC_BL,LOS_ANGELES_ST,24.4,18.3,0
220122300,2022-10-12,2022-10-12,08:55,downtown,34.0553,-118.2392,0111,"{0605,3004,3025,3034,3036,3101,4024,3401,3701,3033}",99,M,Other,101,LOS_ANGELES,ARCADIA,25.6,18.9,0
220122303,2022-10-12,2022-10-12,08:23,downtown,34.0591,-118.2412,0111,"{0605,3004,3028,3034,3036,3101,4024,3401,3701,3033}",48,M,Hispanic,101,CESAR_E_CHAVEZ_AV,HILL_ST,25.6,18.9,0
220122335,2022-10-12,2022-10-12,13:21,downtown,34.0459,-118.2669,0171,"{0605,3101,3401,3701,4024,3011,3037,3034,3028,3033}",69,M,Other Asian,101,W_OLYMPIC,GEORGIA,25.6,18.9,0
220122348,2022-10-12,2022-10-13,23:35,downtown,34.0606,-118.2439,0111,"{3101,3401,3701,3006,3037,3033,0605,3028,3039,4024}",55,M,Hispanic,101,CESAR_CHAVEZ_AV,GRAND_AV,25.6,18.9,0
220122350,2022-10-13,2022-10-13,03:00,downtown,34.0563,-118.2309,0119,"{0605,3008,3025,3029,3033,3037,3101,4024,3401,3701}",39,M,Hispanic,102,CESAR_E_CHAVEZ,LYON,22.8,18.3,0
220122385,2022-10-12,2022-10-13,12:18,downtown,34.0542,-118.2566,0141,"{0605,4024}",19,F,Hispanic,101,HOLLYWOOD_FY,4TH_ST,25.6,18.9,0
220122387,2022-10-13,2022-10-13,09:35,downtown,34.0423,-118.263,0182,"{0605,3011,3028,3034,3101,4024,3401,3701,3037,3033}",40,M,White,101,HOPE_ST,11TH_ST,22.8,18.3,0
