dr_no,date_occ,date_rptd,time_occ,area_name,latitude,longitude,rpt_dist_no,mocodes,vict_age,vict_sex,vict_descent,premis_cd,location,cross_street,TMAX,TMIN,PRCP
190100616,2019-03-25,2019-03-25,17:15,downtown,34.0472,-118.2381,0139,"{3101,3401,3701,3004,3026,3801}",40,M,Hispanic,101,2ND_ST,ALAMEDA,23.9,11.7,0
190100690,2019-05-18,2019-05-18,00:45,downtown,34.0438,-118.2397,0148,"{3101,3401,3701,3006,3026}",56,M,Black,101,4TH_ST,CENTRAL,22.2,13.3,0.3
190100921,2019-10-04,2019-10-04,18:20,downtown,34.0481,-118.2542,0152,"{0605,3101,3401,3701,3004,3030}",41,M,Other Asian,101,6TH_ST,OLIVE_ST,26.1,15,0
190100924,2019-10-06,2019-10-06,00:30,downtown,34.0419,-118.2523,0176,"{0605,3101,3401,3701,3006,3030}",38,M,Other,101,8TH_ST,LOS_ANGELES,31.7,14.4,0
190100924,2019-10-06,2019-10-06,00:30,downtown,34.0419,-118.2523,0176,"{0605,3101,3401,3701,3006,3030}",,M,Other,101,8TH_ST,LOS_ANGELES,31.7,14.4,0
190100949,2019-10-19,2019-10-20,20:03,downtown,34.0516,-118.2561,0142,"{3101,3401,3701,3004,0947,3024,3036,0605}",29,M,White,101,FLOWER_ST,5TH_ST,26.7,15.6,0
190104013,2019-01-01,2019-01-01,00:25,downtown,34.0437,-118.2652,0182,"{3101,3401,3701,3003,3025}",22,M,White,101,FIGUEROA,11TH,16.7,3.3,0
190104026,2019-01-01,2019-01-01,03:30,downtown,34.0511,-118.2336,0129,"{3101,3401,3701,3004,3026,3036}",30,M,Black,101,N_ALAMEDA,E_CESAR_CHAVEZ,16.7,3.3,0
190104049,2019-01-01,2019-01-01,16:30,downtown,34.0627,-118.2463,0111,"{3101,3401,3701,3004,3025,3029}",71,M,Other Asian,101,SUNSET_BL,FIGUEROA_ST,16.7,3.3,0
190104098,2019-01-02,2019-01-02,10:50,downtown,34.0353,-118.2612,0195,"{3101,3401,3701,3006,3030}",36,M,Other,101,MAIN_ST,14TH_ST,17.2,3.3,0
190104100,2019-01-02,2019-01-02,11:00,downtown,34.0343,-118.262,0195,"{3101,3401,3701,3003,3026}",40,M,Hispanic,101,15TH_ST,MAIN_ST,17.2,3.3,0
190104105,2019-01-02,2019-01-02,13:05,downtown,34.0552,-118.2322,0119,"{3101,3401,3701,3004,3026}",37,M,Hispanic,101,RAMIREZ_ST,VIGNES_ST,17.2,3.3,0
190104165,2019-01-03,2019-01-03,09:25,downtown,34.0544,-118.2466,0132,"{3101,3401,3701,3004,3034,3002}",58,F,White,101,1ST_ST,HILL_ST,19.4,6.1,0
190104193,2019-01-03,2019-01-03,12:15,downtown,34.0557,-118.2488,0122,"{3101,3401,3701,3004,3034}",38,M,Black,101,1ST_ST,GRAND_AV,19.4,6.1,0
190104193,2019-01-03,2019-01-03,12:15,downtown,34.0557,-118.2488,0122,"{3101,3401,3701,3004,3034}",,M,Black,101,1ST_ST,GRAND_AV,19.4,6.1,0
190104198,2019-01-03,2019-01-03,16:18,downtown,34.0557,-118.2488,0122,"{3101,3401,3701,3004,3026,3029}",29,M,Other,101,1ST,GRAND,19.4,6.1,0
190104199,2019-01-02,2019-01-03,16:00,downtown,34.0534,-118.2409,0124,"{3101,3401,3701,3006,3030,3032}",47,M,Other Asian,101,LOS_ANGELES_ST,TEMPLE_ST,17.2,3.3,0
190104201,2019-01-03,2019-01-04,14:42,downtown,34.0399,-118.2383,0159,"{3101,3401,3701,3011,3030,3034}",40,M,White,101,ALAMEDA_ST,PALMETTO,19.4,6.1,0
190104246,2019-01-03,2019-01-04,13:45,downtown,34.0423,-118.2452,0156,"{3101,3401,3701,3003,3026,3029}",33,F,White,101,SAN_PEDRO,6TH,19.4,6.1,0
190104273,2019-01-04,2019-01-04,16:00,downtown,34.045,-118.264,0182,"{3101,3401,3701,3004,3030}",35,M,Other,101,W_OLYMPIC_BL,S_FLOWER_ST,18.9,7.2,0
190104274,2019-01-04,2019-01-04,18:50,downtown,34.055,-118.2388,0111,"{3101,3401,3701,3006,3034,3002}",99,M,Other,101,ARCADIA,LOS_ANGELES,18.9,7.2,0
190104311,2019-01-05,2019-01-05,11:25,downtown,34.0476,-118.2477,0145,"{3101,3401,3701,3008,3025,3029,3036}",26,M,Hispanic,101,MAIN,WINSTON,14.4,8.9,14
190104318,2019-01-03,2019-01-05,13:00,downtown,34.0481,-118.2542,0152,"{3101,3401,3701,3004,3030,1501}",37,F,White,101,6TH,OLIVE,19.4,6.1,0
190104338,2019-01-05,2019-01-06,21:10,downtown,34.0532,-118.2476,0132,"{3101,3401,3701,3003,3026,3029,3036}",62,F,Filipino,101,HILL_ST,1ST_ST,14.4,8.9,14
190104350,2019-01-06,2019-01-06,09:30,downtown,34.0433,-118.2504,0165,"{3101,3401,3701,3004,3026,3036}",33,M,Other,101,7TH_ST,LOS_ANGELES_ST,16.1,7.8,0
190104368,2019-01-06,2019-01-06,13:45,downtown,34.055,-118.2388,0111,"{3101,3401,3701,3004,3030,3036}",58,M,Other,101,ARCADIA_ST,N_LOS_ANGELES_ST,16.1,7.8,0
190104373,2019-01-06,2019-01-06,18:20,downtown,34.0582,-118.2387,0111,"{3101,3401,3701,3004,3026}",35,M,Chinese,101,SPRING_ST,CESAR_E_CHAVEZ_AV,16.1,7.8,0
190104396,2019-01-07,2019-01-07,10:30,downtown,34.0504,-118.2409,0127,"{3101,3401,3701,3006,3034}",50,M,Hispanic,101,1ST_ST,SAN_PEDRO_ST,16.1,10.6,5.1
190104398,2019-01-07,2019-01-07,08:20,downtown,34.0316,-118.2657,0195,"{3101,3401,3701,3004,3030}",52,M,Hispanic,101,BROADWAY,WASHINGTON_BL,16.1,10.6,5.1
190104418,2019-01-07,2019-01-07,12:25,downtown,34.0551,-118.2545,0142,"{3101,3401,3701,3004,3026,3029}",52,M,Hispanic,101,3RD_ST,FIGUEROA_ST,16.1,10.6,5.1
190104422,2019-01-07,2019-01-07,18:55,downtown,34.032,-118.2657,0195,"{3101,3401,3701,3003,3024,1218}",30,F,Hispanic,101,WASHINGTON_BL,HILL_ST,16.1,10.6,5.1
190104494,2019-01-06,2019-01-06,05:45,downtown,34.0577,-118.2318,0119,"{3101,3401,3701,3012,3032,3030}",38,M,Other,101,LLEWELLYN_ST,W_MAIN_ST,16.1,7.8,0
190104494,2019-01-06,2019-01-06,05:45,downtown,34.0577,-118.2318,0119,"{3101,3401,3701,3012,3032,3030}",,M,Other,101,LLEWELLYN_ST,W_MAIN_ST,16.1,7.8,0
190104513,2019-01-08,2019-01-08,18:20,downtown,34.0417,-118.2398,0158,"{1300,3701,3101,3401,3011,3034}",30,M,Black,101,5TH_ST,CENTRAL_AV,22.2,10,0
190104526,2019-01-08,2019-01-09,23:10,downtown,34.0627,-118.2463,0111,"{3101,3401,3701,3011,3034,3602}",32,M,Hispanic,101,CESAR_E_CHAVEZ_AV,N_BUNKER_HILL_AV,22.2,10,0
190104535,2019-01-08,2019-01-09,21:00,downtown,34.0409,-118.2609,0182,"{3101,3401,3701,3012,3034}",38,M,Hispanic,101,OLIVE_ST,11TH_ST,22.2,10,0
190104574,2019-01-09,2019-01-09,10:40,downtown,34.064,-118.2375,0111,"{3101,3401,3701,3004,3034}",40,F,Hispanic,101,BROADWAY,COLLEGE,19.4,8.3,0
190104576,2019-01-09,2019-01-09,12:00,downtown,34.0566,-118.2319,0119,"{3101,3401,3701,3004,3026,3036}",28,F,Hispanic,101,CESAR_E_CHAVEZ,VIGNES,19.4,8.3,0
190104577,2019-01-09,2019-01-09,11:45,downtown,34.0455,-118.2381,0138,"{3101,3401,3701,3004}",27,F,Hispanic,101,ALAMEDA_ST,3RD_ST,19.4,8.3,0
190104578,2019-01-08,2019-01-09,10:50,downtown,34.0627,-118.2341,0118,"{3101,3401,3701,3004,3030}",66,M,Chinese,101,MAIN_ST,COLLEGE_ST,22.2,10,0
190104581,2019-01-09,2019-01-09,11:40,downtown,34.055,-118.2477,0132,"{3101,3401,3011,3034,3025,3701}",36,M,White,101,1ST_ST,OLIVE_ST,19.4,8.3,0
190104604,2019-01-09,2019-01-10,17:10,downtown,34.0615,-118.2412,0111,"{3101,3401,3701,3011,3034}",55,M,White,101,CESAR_E_CHAVEZ_AV,UNION_STATIO,19.4,8.3,0
190104613,2019-01-09,2019-01-10,20:30,downtown,34.0515,-118.2424,0124,"{3101,3401,3701,3011,3034,3032}",34,M,Hispanic,101,LOS_ANGELES_ST,1ST_ST,19.4,8.3,0
190104634,2019-01-09,2019-01-09,12:00,downtown,34.0627,-118.2463,0111,"{3101,3401,3701,3004,3030}",34,F,White,101,FIGUEROA,S_SUNSET_BL,19.4,8.3,0
190104642,2019-01-10,2019-01-10,13:05,downtown,34.0415,-118.2314,0159,"{3101,3401,3701,3004,3025,3036}",40,F,Hispanic,101,4TH_ST,4TH_PL,18.3,9.4,0
190104652,2019-01-10,2019-01-10,16:00,downtown,34.0402,-118.2598,0182,"{3101,3401,3701,3016,3025}",60,M,Hispanic,101,HILL,OLYMPIC,18.3,9.4,0
190104668,2019-01-10,2019-01-10,05:15,downtown,34.035,-118.2386,0159,"{1501,3101,3401,3701,3004,3030}",30,F,Korean,101,7TH,ALAMEDA,18.3,9.4,0
190104674,2019-01-10,2019-01-10,15:00,downtown,34.0419,-118.2523,0174,"{3101,3401,3701,3004,3034}",32,M,White,101,8TH_ST,LOS_ANGELES_ST,18.3,9.4,0
190104693,2019-01-10,2019-01-11,17:40,downtown,34.0473,-118.2566,0162,"{3101,3401,3701,3008,3026}",36,M,Hispanic,101,7TH_ST,GRAND_AV,18.3,9.4,0
190104702,2019-01-11,2019-01-11,08:10,downtown,34.0452,-118.2569,0162,"{3101,3401,3701,3004,3030}",51,F,Hispanic,101,8TH,HILL,18.3,10.6,0
190104715,2019-01-11,2019-01-11,13:15,downtown,34.0296,-118.2614,0195,"{3101,3401,3701,3004,3030,3036}",49,F,White,101,WASHINGTON_BL,MAPLE_AV,18.3,10.6,0
190104719,2019-01-11,2019-01-11,09:00,downtown,34.0454,-118.2333,0139,"{3034,3101,3401,3701,3004}",57,M,Hispanic,101,3RD_ST,ALAMEDA_ST,18.3,10.6,0
190104721,2019-01-11,2019-01-11,12:30,downtown,34.0459,-118.2579,0162,"{3401,3101,3701,3004,3030}",20,M,Hispanic,101,8TH_ST,OLIVE_ST,18.3,10.6,0
190104722,2019-01-11,2019-01-11,13:20,downtown,34.0673,-118.2372,0111,"{3101,3401,3701,3004,3034}",29,M,Hispanic,101,HILL_ST,BERNARD,18.3,10.6,0
190104724,2019-01-11,2019-01-11,17:30,downtown,34.0415,-118.2654,0182,"{3101,3401,3701,3004,3026,3034}",21,F,White,101,FLOWER_ST,12TH_ST,18.3,10.6,0
190104728,2019-01-11,2019-01-11,17:30,downtown,34.0353,-118.2612,0195,"{3101,3401,3701,3004,3030}",28,F,Hispanic,101,MAIN_ST,14TH_ST,18.3,10.6,0
190104731,2019-01-12,2019-01-12,01:20,downtown,34.0445,-118.2523,0164,"{3101,3401,3701,3011,3034}",48,F,Hispanic,101,SPRING_ST,7TH_ST,15.6,11.1,18.8
190104760,2019-01-12,2019-01-12,05:00,downtown,34.0322,-118.2622,0195,"{0605,3101,3401,3701,3004,3026,3029,3036}",60,F,Other Asian,101,LOS_ANGELES,17TH,15.6,11.1,18.8
190104815,2019-01-13,2019-01-13,08:50,downtown,34.0481,-118.2542,0152,"{3101,3401,3701,3004,3034,3032}",25,M,White,108,OLIVE_ST,6TH_ST,16.1,9.4,0
190104816,2019-01-13,2019-01-13,13:40,downtown,34.0433,-118.2504,0174,"{3101,3401,3701,3004,3026}",29,M,Hispanic,101,7TH_ST,MAIN_ST,16.1,9.4,0
190104820,2019-01-13,2019-01-13,09:30,downtown,34.0501,-118.2592,0152,"{3101,3401,3701,3004,3025,3036,3602}",28,F,Hispanic,101,FIGUEROA_ST,WILSHIRE_BL,16.1,9.4,0
190104821,2019-01-13,2019-01-13,10:25,downtown,34.0328,-118.2647,0195,"{3101,3401,3701,3004,3025,3036}",53,M,Other,101,BROADWAY,18TH_ST,16.1,9.4,0
190104822,2019-01-13,2019-01-13,14:24,downtown,34.0621,-118.2376,0111,"{3101,3401,3701,3006,3030,3032}",45,F,Hispanic,101,ALPINE_ST,SPRING_ST,16.1,9.4,0
190104843,2019-01-13,2019-01-13,18:20,downtown,34.0347,-118.2645,0192,"{3101,3401,3701,3004,3026,3036,0910}",51,F,Other,101,VENICE,HILL,16.1,9.4,0
190104846,2019-01-13,2019-01-13,14:35,downtown,34.037,-118.2583,0185,"{1501,3101,3401,3701,3004,3026}",29,F,Black,101,12TH,LOS_ANGELES,16.1,9.4,0
190104863,2019-01-11,2019-01-11,20:45,downtown,34.0412,-118.2614,0182,"{1501,3101,3401,3701,3016,3026}",38,F,Hispanic,101,11TH_ST,OLIVE_ST,18.3,10.6,0
190104883,2019-01-14,2019-01-14,10:45,downtown,34.0572,-118.2481,0122,"{3101,3401,3701,3004,3030}",57,M,Other,101,1ST_ST,BEAUDRY,13.9,11.1,25.4
190104916,2019-01-14,2019-01-14,17:25,downtown,34.0736,-118.2312,0105,"{3026,3101,3401,3701,3003,3036}",64,F,Other Asian,101,SOLANO_AV,BROADWAY,13.9,11.1,25.4
190104920,2019-01-14,2019-01-14,19:13,downtown,34.0497,-118.2381,0129,"{3701,3101,3401,3004,3026,3036}",23,F,Hispanic,101,ALAMEDA,1ST,13.9,11.1,25.4
190104921,2019-01-14,2019-01-14,09:30,downtown,34.0479,-118.2612,0162,"{3101,3401,3701,3004,3034}",31,M,Hispanic,101,FIGUEROA,8TH_ST,13.9,11.1,25.4
190104922,2019-01-14,2019-01-14,17:30,downtown,34.0534,-118.2409,0127,"{3101,3401,3701,3004,1501}",48,M,Other,101,LOS_ANGELES,TEMPLE,13.9,11.1,25.4
190104923,2019-01-14,2019-01-14,20:40,downtown,34.0382,-118.2384,0159,"{3101,3401,3701,3004,3602,3801}",73,M,Other Asian,101,ALAMEDA,6TH_ST,13.9,11.1,25.4
190104946,2019-01-15,2019-01-15,06:34,downtown,34.0577,-118.2318,0119,"{3101,3401,3701,3004,3030,3036}",34,M,Other Asian,101,ARCADIA,ALAMEDA,15,10,14
190104974,2019-01-15,2019-01-15,11:50,downtown,34.0517,-118.2491,0133,"{3101,3401,3701,3004,3030}",33,M,Hispanic,101,3RD_ST,BROADWAY,15,10,14
190104985,2019-01-15,2019-01-15,13:00,downtown,34.0323,-118.2621,0195,"{0605,3101,3401,3701,3004,3025,3036}",54,M,Hispanic,101,17TH_ST,LOS_ANGELES_ST,15,10,14
190104988,2019-01-15,2019-01-15,15:25,downtown,34.0685,-118.246,0101,"{3101,3401,3701,3004,3034,3002,3026}",22,M,Hispanic,101,110_FWY,STADIUM_WY,15,10,14
190104989,2019-01-15,2019-01-15,19:00,downtown,34.0324,-118.2675,0192,"{3101,3401,3701,3004}",59,F,White,101,S_OLIVE_ST,WASHINGTON_BL,15,10,14
190104998,2019-01-15,2019-01-16,18:10,downtown,34.0627,-118.2463,0111,"{3101,3401,3701,3003,3026,3029,3036}",17,F,Hispanic,101,SUNSET_BL,N_FIGUEROA_ST,15,10,14
190105019,2019-01-15,2019-01-16,13:00,downtown,34.0566,-118.2319,0119,"{3101,3401,3701,3011,3034,3032}",38,M,Other,108,CESAR_E_CHAVEZ,VIGNES_ST,15,10,14
190105019,2019-01-15,2019-01-16,13:00,downtown,34.0566,-118.2319,0119,"{3101,3401,3701,3011,3034,3032}",,M,Other,108,CESAR_E_CHAVEZ,VIGNES_ST,15,10,14
190105036,2019-01-14,2019-01-14,10:18,downtown,34.0423,-118.2452,0166,"{0605,3101,3401,3701,3004,3030}",43,M,Hispanic,101,SAN_PEDRO_ST,6TH_ST,13.9,11.1,25.4
190105055,2019-01-16,2019-01-16,12:05,downtown,34.0644,-118.2387,0111,"{3029,3101,3401,3701,3004,3026,3036}",29,F,Hispanic,101,HILL_ST,COLLEGE_ST,15.6,11.7,25.1
190105058,2019-01-16,2019-01-17,18:45,downtown,34.0458,-118.243,0138,"{3101,3401,3701,3003,3025,1218}",70,F,White,101,SAN_PEDRO_ST,4TH_ST,15.6,11.7,25.1
190105064,2019-01-16,2019-01-17,22:50,downtown,34.046,-118.2326,0139,"{3101,3401,3701,3004,3025,3036}",29,M,Hispanic,101,SANTA_FE_AV,3RD_ST,15.6,11.7,25.1
190105071,2019-01-12,2019-01-12,00:38,downtown,34.0395,-118.2527,0176,"{3101,3401,3701,3026,3036,3004}",22,F,Hispanic,101,9TH_ST,MAPLE,15.6,11.1,18.8
190105073,2019-01-13,2019-01-13,21:30,downtown,34.0458,-118.2614,0182,"{3101,3401,3701,3030,3032,3006}",25,M,Other,101,unknown,unknown,16.1,9.4,0
190105073,2019-01-13,2019-01-13,21:30,downtown,34.0458,-118.2614,0182,"{3101,3401,3701,3030,3032,3006}",25,M,Other,101,,,16.1,9.4,0
190105074,2019-01-17,2019-01-17,06:00,downtown,34.0416,-118.244,0157,"{3101,3401,3701,3003,3026,3036}",51,F,Hispanic,101,7TH_ST,BROADWAY,16.7,13.3,23.6
190105091,2019-01-02,2019-01-02,13:00,downtown,34.0473,-118.2462,0145,"{3101,3401,3701,3006,3030,0605}",55,M,Hispanic,101,4TH_ST,LOS_ANGELES,17.2,3.3,0
190105092,2019-01-17,2019-01-17,14:10,downtown,34.0494,-118.2599,0162,"{3101,3401,3701,3004,3026,3034}",22,F,White,101,FIGUEROA_ST,7TH_ST,16.7,13.3,23.6
190105095,2019-01-17,2019-01-17,15:30,downtown,34.0487,-118.2627,0161,"{3101,3401,3701,3004,3026,3029}",29,M,Black,101,8TH_ST,FRANCISCO_ST,16.7,13.3,23.6
190105106,2019-01-16,2019-01-17,18:20,downtown,34.0416,-118.244,0157,"{3101,3401,3701,3003,3025,3029}",24,M,White,101,7TH_ST,CENTRAL_AV,15.6,11.7,25.1
190105107,2019-01-17,2019-01-17,17:50,downtown,34.0467,-118.2556,0152,"{1501,3101,3401,3701,3034,3036,0910}",31,F,Black,101,7TH_ST,OLIVE_ST,16.7,13.3,23.6
190105111,2019-01-17,2019-01-18,08:40,downtown,34.0466,-118.259,0162,"{3101,3401,3701,3004,3026,3029}",43,M,Other,101,HOPE_ST,7TH_ST,16.7,13.3,23.6
190105138,2019-01-17,2019-01-17,17:00,downtown,34.0433,-118.2504,0174,"{3101,3401,3701,3004,3026,3036}",38,M,White,101,7TH_ST,MAIN_ST,16.7,13.3,23.6
190105143,2019-01-18,2019-01-18,09:50,downtown,34.0372,-118.2654,0192,"{3101,3401,3701,3004,3026,3036}",50,M,White,101,14TH_ST,GRAND_AV,19.4,12.2,0
190105150,2019-01-12,2019-01-18,00:05,downtown,34.045,-118.264,0171,"{3101,3401,3701,3006,3030,3032}",30,F,Hispanic,108,FIGUEROA_ST,OLYMPIC_BL,15.6,11.1,18.8
190105161,2019-01-18,2019-01-18,16:10,downtown,34.0554,-118.2404,0112,"{3101,3401,3701,3004,3026,3034}",51,M,White,101,ALISO_ST,MAIN_ST,19.4,12.2,0
190105166,2019-01-18,2019-01-18,19:00,downtown,34.0488,-118.2553,0152,"{3101,3401,3701,3011,3034,3032}",38,F,Other Asian,108,GRAND_AV,5TH_ST,19.4,12.2,0
190105166,2019-01-18,2019-01-18,19:00,downtown,34.0488,-118.2553,0152,"{3101,3401,3701,3011,3034,3032}",,F,Other Asian,108,GRAND_AV,5TH_ST,19.4,12.2,0
190105170,2019-01-18,2019-01-18,19:55,downtown,34.0423,-118.2452,0156,"{3101,3401,3701,3016,3025}",47,M,Black,101,SAN_PEDRO_ST,6TH_ST,19.4,12.2,0
190105173,2019-01-17,2019-01-19,19:15,downtown,34.0396,-118.259,0185,"{3101,3401,3701,3006,3030}",18,M,Other,101,BROADWAY,OLYMPIC_BL,16.7,13.3,23.6
190105175,2019-01-18,2019-01-19,06:05,downtown,34.0365,-118.2676,0192,"{3101,3401,3701,3003,3025,3036}",39,M,Hispanic,101,HOPE_ST,VENICE_BL,19.4,12.2,0
190105202,2019-01-16,2019-01-19,11:45,downtown,34.0337,-118.261,0195,"{3101,3401,3701,3004,3026,3036,3034,1501}",36,M,Hispanic,101,15TH,LOS_ANGELES,15.6,11.7,25.1
190105209,2019-01-19,2019-01-19,15:00,downtown,34.0409,-118.2609,0182,"{3101,3401,3701,3003,3026}",42,M,Hispanic,101,OLIVE,11TH,25.6,10.6,0
190105217,2019-01-20,2019-01-20,00:35,downtown,34.0474,-118.2496,0154,"{1300,3101,3401,3701,3003,3025,3029,3036}",38,Unknown,Hispanic,101,S_5TH_ST,SPRING_ST,23.3,12.2,0
190105217,2019-01-20,2019-01-20,00:35,downtown,34.0474,-118.2496,0154,"{1300,3101,3401,3701,3003,3025,3029,3036}",,Unknown,Hispanic,101,S_5TH_ST,SPRING_ST,23.3,12.2,0
190105222,2019-01-19,2019-01-20,22:00,downtown,34.0545,-118.2378,0111,"{3101,3401,3701,3004,3026,3036}",30,M,Black,101,ALAMEDA_ST,ARCADIA_ST,25.6,10.6,0
190105254,2019-01-20,2019-01-20,06:40,downtown,34.0495,-118.2529,0142,"{3101,3401,3701,3011,3034,3602}",38,M,Other,101,OLIVE,4TH,23.3,12.2,0
190105254,2019-01-20,2019-01-20,06:40,downtown,34.0495,-118.2529,0142,"{3101,3401,3701,3011,3034,3602}",,M,Other,101,OLIVE,4TH,23.3,12.2,0
190105257,2019-01-20,2019-01-20,05:30,downtown,34.0524,-118.2467,0123,"{3101,3401,3701,3004,3030,3036}",51,M,Hispanic,101,2ND_ST,BROADWAY,23.3,12.2,0
190105277,2019-01-21,2019-01-21,00:45,downtown,34.0474,-118.2496,0144,"{3101,3401,3701,3004,3030}",38,F,Black,101,SPRING_ST,5TH_ST,17.2,11.7,0
190105280,2019-01-20,2019-01-21,21:20,downtown,34.0439,-118.2709,0181,"{3101,3401,3701,3009,3025}",23,M,Hispanic,101,LA_LIVE_WY,12TH_ST,23.3,12.2,0
190105300,2019-01-21,2019-01-21,09:55,downtown,34.0347,-118.267,0192,"{3101,3401,3701,3004,3026,3036}",65,F,Black,101,GRAND_AV,17TH_ST,17.2,11.7,0
190105315,2019-01-21,2019-01-21,12:30,downtown,34.0549,-118.2395,0112,{},27,M,Other,101,E_ALISO_ST,N_LOS_ANGELES_ST,17.2,11.7,0
190105342,2019-01-21,2019-01-21,09:25,downtown,34.0627,-118.2463,0111,"{3102,3401,3701,3003,3025}",41,M,White,101,unknown,unknown,17.2,11.7,0
190105342,2019-01-21,2019-01-21,09:25,downtown,34.0627,-118.2463,0111,"{3102,3401,3701,3003,3025}",41,M,White,101,,,17.2,11.7,0
190105344,2019-01-21,2019-01-22,21:25,downtown,34.0396,-118.259,0185,"{3101,3401,3701,3004,0910}",44,M,Hispanic,101,BROADWAY,OLYMPIC,17.2,11.7,0
190105357,2019-01-22,2019-01-22,10:30,downtown,34.0504,-118.2345,0129,"{3401,3101,3701,3006,3030,3034,3032}",99,M,Other,101,TEMPLE_ST,GAREY_ST,19.4,8.3,0
190105358,2019-01-22,2019-01-22,09:15,downtown,34.0511,-118.2381,0128,"{3101,3401,3701,3004,3034,3032}",43,M,White,108,TEMPLE_ST,ALAMEDA_ST,19.4,8.3,0
190105372,2019-01-22,2019-01-22,13:15,downtown,34.0437,-118.2455,0156,"{3101,3401,3701,3006,3034,0910}",99,M,Other,101,SPRING,6TH,19.4,8.3,0
190105380,2019-01-21,2019-01-22,05:40,downtown,34.0629,-118.2275,0118,"{3101,3401,3701,3030,3006}",38,M,Hispanic,101,BOLERO_LN,LEROY_ST,17.2,11.7,0
190105381,2019-01-15,2019-01-22,18:50,downtown,34.0509,-118.2585,0152,"{3101,3401,3701,3003,3026,3036}",42,M,Hispanic,101,6TH,FIGUEROA_ST,15,10,14
190105397,2019-01-16,2019-01-22,12:00,downtown,34.0563,-118.2309,0119,"{3101,3401,3701,3006,3030}",37,M,Hispanic,101,LYON,CESAR_E_CHAVEZ_AV,15.6,11.7,25.1
190105413,2019-01-21,2019-01-22,15:00,downtown,34.0458,-118.2614,0162,{1501},50,M,Other,101,9TH_ST,FLOWER_ST,17.2,11.7,0
190105416,2019-01-22,2019-01-22,11:35,downtown,34.0527,-118.2398,0127,"{3101,3401,3701,3004,3030}",37,M,Hispanic,101,TEMPLE,JUDGE_JOHN_A,19.4,8.3,0
190105441,2019-01-23,2019-01-23,09:34,downtown,34.0495,-118.2494,0134,"{3101,3401,3701,3008,3025,3029}",25,F,Hispanic,101,4TH_ST,BROADWAY,19.4,7.2,0
190105448,2019-01-23,2019-01-23,13:40,downtown,34.0568,-118.2425,0112,"{3101,3401,3701,3004,3034,3036}",63,M,Other,101,BROADWAY,ALISO,19.4,7.2,0
190105458,2019-01-23,2019-01-23,12:05,downtown,34.0527,-118.2398,0127,"{3101,3401,3701,3004,3034}",55,M,Other,101,ALAMEDA_ST,CHAVEZ_AV,19.4,7.2,0
190105489,2019-01-23,2019-01-23,12:28,downtown,34.0423,-118.2452,0156,"{3101,3401,3701,3004,3030,1501}",39,F,Black,101,6TH,SAN_PEDRO,19.4,7.2,0
190105511,2019-01-23,2019-01-24,23:45,downtown,34.0529,-118.2549,0142,"{3101,3401,3006,3030,3801,3032,3701}",35,M,White,108,400_S_FLOWER_ST,unknown,19.4,7.2,0
190105511,2019-01-23,2019-01-24,23:45,downtown,34.0529,-118.2549,0142,"{3101,3401,3006,3030,3801,3032,3701}",35,M,White,108,400_S_FLOWER_ST,,19.4,7.2,0
190105512,2019-01-23,2019-01-24,20:58,downtown,34.0423,-118.2561,0163,"{3101,3401,3701,3004,3030}",43,F,Hispanic,101,BROADWAY,9TH_ST,19.4,7.2,0
190105519,2019-01-24,2019-01-24,09:00,downtown,34.0495,-118.2494,0134,"{3036,3003,3026,3101,3401,3701}",63,F,Hispanic,101,4TH_ST,BROADWAY,25,7.8,0
190105556,2019-01-24,2019-01-24,11:20,downtown,34.071,-118.2302,0105,"{3101,3401,3701,3004,3002,3034,3036}",51,M,Black,101,BROADWAY,SOLANO_AV,25,7.8,0
190105570,2019-01-24,2019-01-24,14:10,downtown,34.0433,-118.2488,0165,"{3101,3401,3701,3008,3025}",29,M,Hispanic,101,7TH_ST,MAIN_ST,25,7.8,0
190105572,2019-01-24,2019-01-24,16:20,downtown,34.0511,-118.2381,0129,"{3101,3401,3701,3004,3030}",23,M,Hispanic,101,ALAMEDA_ST,TEMPLE_ST,25,7.8,0
190105574,2019-01-24,2019-01-24,15:40,downtown,34.0479,-118.2612,0161,"{3101,3401,3701,3004,3030}",61,M,Hispanic,101,FIGUEROA_ST,8TH_ST,25,7.8,0
190105576,2019-01-22,2019-01-24,12:15,downtown,34.0581,-118.2371,0111,"{3101,3401,3701,3004,3034,0605}",56,F,Black,101,ALAMEDA,CESAR_E_CHAVEZ_AV,19.4,8.3,0
190105581,2019-01-24,2019-01-24,16:20,downtown,34.0615,-118.2412,0111,"{3101,3401,3701,3004,3026,3029}",38,M,Korean,101,COLLEGE_ST,CHAVEZ_RAVINE_PL,25,7.8,0
190105581,2019-01-24,2019-01-24,16:20,downtown,34.0615,-118.2412,0111,"{3101,3401,3701,3004,3026,3029}",,M,Korean,101,COLLEGE_ST,CHAVEZ_RAVINE_PL,25,7.8,0
190105591,2019-01-24,2019-01-25,18:30,downtown,34.0449,-118.2415,0138,"{3101,3401,3701,3004,3026,3036}",52,M,Hispanic,101,W_4TH_ST,CROCKER_ST,25,7.8,0
190105596,2019-01-24,2019-01-25,19:30,downtown,34.048,-118.2577,0162,"{3101,3401,3701,3004,3030,3036}",33,F,Hispanic,101,7TH_ST,HOPE_ST,25,7.8,0
